viewer_id,movie_id,watch_date,minutes_watched,completed,device
V001242,M0052,2025-04-03,68,False,Web
V002028,M0024,2025-10-14,98,True,Web
V004312,M0041,2025-08-31,108,False,Mobile
V000032,M0049,2025-08-11,45,False,TV
V000423,M0009,2024-07-19,86,False,Mobile
V004056,M0035,2025-02-04,63,False,Tablet
V003409,M0023,2024-09-29,122,False,Tablet
V004044,M0003,2025-10-23,68,False,Web
V003890,M0041,2025-05-15,122,False,Tablet
V003010,M0046,2025-09-08,67,False,TV
V002632,M0016,2024-12-06,76,False,Tablet
V001355,M0048,2025-07-24,44,False,TV
V003315,M0030,2024-10-30,43,False,Tablet
V004729,M0020,2025-11-29,53,False,Mobile
V001263,M0042,2024-11-06,75,False,Web
V004546,M0024,2025-08-22,63,False,TV
V004458,M0007,2024-11-16,71,False,TV
V000473,M0004,2025-01-16,46,False,Tablet
V003562,M0022,2025-11-23,119,False,Tablet
V003023,M0037,2025-02-26,119,False,TV
V003096,M0058,2024-08-09,82,True,TV
V003510,M0024,2025-09-23,51,False,TV
V000372,M0002,2025-09-08,136,True,TV
V001465,M0009,2025-11-04,100,True,Mobile
V000734,M0041,2024-11-30,61,False,Tablet
V004863,M0011,2025-02-27,63,False,Mobile
V000895,M0010,2024-08-17,40,False,Web
V004851,M0003,2025-01-27,49,False,Web
V000201,M0012,2024-06-18,116,True,TV
V000694,M0056,2024-11-27,104,False,Tablet
V002366,M0014,2025-08-09,124,False,Web
V001222,M0029,2025-05-02,47,False,Tablet
V002584,M0015,2024-07-14,65,False,Web
V000563,M0025,2024-07-05,106,False,TV
V004075,M0037,2024-06-22,139,True,TV
V002978,M0014,2025-06-17,93,False,TV
V002023,M0056,2025-01-08,92,False,TV
V002580,M0008,2025-02-27,71,False,TV
V003449,M0016,2025-10-06,53,False,Tablet
V002351,M0009,2025-04-04,45,False,TV
V003313,M0036,2025-10-28,84,False,TV
V000974,M0042,2025-01-29,50,False,Web
V000409,M0024,2024-11-05,75,False,Web
V004071,M0050,2024-12-26,92,False,Mobile
V002674,M0007,2024-12-01,88,True,Mobile
V003507,M0056,2025-05-08,114,False,TV
V002225,M0022,2024-12-10,68,False,TV
V001482,M0058,2024-10-28,52,False,Tablet
V002083,M0003,2024-08-02,58,False,Mobile
V004529,M0039,2024-12-03,91,True,Tablet
V001929,M0036,2025-01-14,57,False,Mobile
V004308,M0053,2025-04-02,77,False,Mobile
V003751,M0012,2024-11-24,76,False,Tablet
V000434,M0044,2025-07-26,138,True,Web
V004830,M0057,2024-12-18,67,False,Web
V004718,M0028,2025-03-25,37,False,Web
V000291,M0020,2025-06-25,67,False,Mobile
V002203,M0002,2024-12-11,129,True,Mobile
V002357,M0041,2024-10-28,61,False,TV
V002510,M0013,2025-04-26,39,False,Tablet
V003581,M0027,2025-05-12,71,False,Mobile
V003080,M0027,2025-10-06,75,False,TV
V003684,M0032,2025-05-20,137,True,Mobile
V002940,M0017,2024-12-21,118,False,Web
V001526,M0027,2025-04-17,63,False,Web
V001275,M0005,2025-09-15,81,False,Mobile
V000334,M0008,2025-04-22,108,False,Tablet
V004491,M0013,2025-11-04,86,True,Tablet
V004092,M0048,2024-06-20,42,False,Tablet
V003711,M0036,2025-11-19,103,False,Tablet
V003159,M0056,2024-09-16,108,False,TV
V001638,M0060,2025-05-14,144,True,Tablet
V000267,M0021,2025-04-26,55,False,Mobile
V001474,M0043,2024-07-16,49,False,TV
V000366,M0039,2025-08-12,85,True,TV
V002949,M0004,2025-01-22,23,False,Web
V003086,M0018,2024-06-19,65,False,TV
V002009,M0031,2024-06-21,137,True,Web
V002594,M0038,2025-04-25,76,False,Web
V004238,M0024,2025-11-18,47,False,TV
V001902,M0050,2024-11-18,81,False,Tablet
V000146,M0010,2025-10-25,43,False,Web
V001331,M0003,2025-11-19,44,False,Web
V004391,M0025,2024-10-18,71,False,Mobile
V001877,M0032,2024-06-29,94,False,TV
V002900,M0024,2025-10-11,61,False,Mobile
V003822,M0053,2024-11-10,128,True,Mobile
V001305,M0020,2024-10-31,111,False,Web
V002505,M0019,2025-04-12,59,False,Tablet
V000026,M0049,2025-03-12,75,False,Mobile
V000131,M0006,2024-07-05,67,False,Web
V003220,M0042,2025-02-21,68,False,Web
V002635,M0060,2024-07-30,85,False,TV
V002179,M0026,2025-07-10,55,False,Tablet
V001760,M0022,2025-08-30,109,False,Mobile
V003360,M0023,2024-12-13,99,False,Web
V001622,M0032,2025-03-12,80,False,TV
V004533,M0035,2025-09-16,102,False,Mobile
V000254,M0049,2025-11-05,49,False,Web
V000592,M0002,2025-07-18,131,True,Tablet
V000231,M0051,2024-10-28,104,True,Web
V004770,M0024,2024-11-16,98,True,Tablet
V003870,M0035,2025-02-01,78,False,Mobile
V004121,M0009,2025-01-16,76,False,Web
V003966,M0006,2025-06-04,87,False,Tablet
V001217,M0017,2025-09-12,148,True,TV
V002354,M0004,2024-08-03,62,False,Mobile
V003544,M0013,2024-07-27,44,False,Mobile
V003421,M0041,2024-06-11,139,True,Mobile
V001252,M0041,2024-11-02,131,True,Web
V004870,M0029,2025-01-19,50,False,TV
V002820,M0042,2025-11-27,67,False,Web
V001729,M0056,2025-05-14,142,True,Tablet
V001817,M0003,2024-06-22,46,False,TV
V001393,M0054,2024-11-27,94,False,Tablet
V002394,M0004,2024-08-31,65,False,Web
V002508,M0018,2025-01-21,47,False,Tablet
V001717,M0057,2025-02-02,55,False,Tablet
V004664,M0017,2024-09-13,137,True,Mobile
V000808,M0016,2025-09-06,38,False,TV
V001356,M0009,2025-09-16,106,True,Mobile
V004792,M0023,2024-12-02,148,True,Mobile
V001601,M0011,2024-09-21,107,False,Tablet
V000272,M0025,2024-06-28,126,False,Web
V001214,M0015,2025-04-02,131,True,Mobile
V002019,M0005,2024-12-29,80,False,Web
V002167,M0021,2025-02-10,62,False,Mobile
V000656,M0014,2024-08-07,100,False,Mobile
V000710,M0004,2025-04-25,43,False,TV
V000442,M0031,2024-07-26,78,False,Mobile
V000646,M0019,2025-02-19,47,False,Web
V002934,M0029,2024-09-08,103,True,TV
V002244,M0044,2024-11-12,134,True,Mobile
V001899,M0029,2025-05-16,45,False,Tablet
V002149,M0022,2024-06-29,110,False,TV
V004348,M0029,2025-08-30,103,True,TV
V004616,M0048,2025-09-16,58,False,TV
V000762,M0022,2024-09-07,81,False,Tablet
V001263,M0017,2025-09-13,129,False,Tablet
V000932,M0004,2024-07-27,77,True,TV
V001312,M0031,2025-06-06,132,False,Web
V002327,M0039,2024-12-27,50,False,Mobile
V003322,M0037,2025-01-10,68,False,TV
V002381,M0051,2025-08-22,78,False,Mobile
V002732,M0051,2025-03-01,97,True,Mobile
V002664,M0034,2025-04-14,34,False,Mobile
V004960,M0043,2025-02-24,85,False,Mobile
V003820,M0050,2024-10-19,92,False,Mobile
V003794,M0056,2024-09-20,92,False,Mobile
V000825,M0015,2025-08-15,100,False,Tablet
V004288,M0002,2024-08-17,133,True,Mobile
V003668,M0022,2025-03-08,132,False,Mobile
V003982,M0028,2025-09-23,39,False,TV
V003868,M0028,2025-10-11,48,False,Tablet
V004033,M0028,2024-12-28,52,False,Tablet
V001458,M0036,2025-11-07,67,False,TV
V004227,M0010,2024-11-21,55,False,TV
V000495,M0052,2025-09-24,108,True,TV
V002363,M0059,2025-09-06,91,False,Mobile
V004213,M0026,2024-12-17,41,False,Mobile
V003118,M0006,2024-07-17,150,True,Tablet
V002227,M0013,2024-06-25,91,True,TV
V002068,M0008,2024-10-13,136,True,Tablet
V003753,M0024,2025-08-20,82,False,Tablet
V002593,M0037,2025-02-06,64,False,Web
V001645,M0007,2025-02-09,89,True,Tablet
V001609,M0036,2024-11-04,96,False,TV
V000779,M0030,2025-04-19,87,False,TV
V000180,M0030,2025-10-15,47,False,TV
V000539,M0023,2025-07-04,41,False,TV
V000509,M0057,2025-06-05,45,False,Tablet
V004392,M0052,2025-05-21,52,False,Mobile
V002421,M0058,2024-08-11,54,False,Mobile
V000022,M0018,2024-10-21,79,True,Web
V003462,M0048,2025-07-06,83,True,Web
V002864,M0010,2024-11-30,43,False,Tablet
V000974,M0011,2025-11-25,121,True,TV
V001485,M0013,2024-09-01,45,False,Web
V000330,M0052,2024-09-14,76,False,TV
V004768,M0018,2025-11-15,42,False,Tablet
V000136,M0014,2025-03-29,105,False,Web
V002093,M0031,2024-11-12,146,True,Mobile
V004232,M0033,2025-05-06,41,False,Tablet
V001137,M0036,2025-03-09,90,False,Tablet
V000423,M0060,2025-02-19,145,True,Tablet
V001221,M0032,2025-01-29,75,False,Mobile
V004787,M0059,2025-09-20,76,False,Web
V004285,M0029,2025-11-01,47,False,Tablet
V000013,M0010,2025-06-13,66,False,Web
V004738,M0014,2024-09-03,114,False,Tablet
V000567,M0056,2025-01-11,122,False,TV
V001417,M0044,2025-03-02,85,False,Mobile
V001035,M0003,2025-04-22,76,False,Mobile
V001760,M0002,2024-10-13,132,True,TV
V000289,M0053,2025-10-25,102,False,TV
V002159,M0053,2025-07-03,94,False,Web
V004212,M0007,2025-07-29,88,True,Mobile
V002282,M0016,2025-05-22,39,False,Tablet
V002473,M0007,2025-04-22,84,True,TV
V002517,M0048,2024-12-12,38,False,Web
V004048,M0060,2024-11-29,122,False,Tablet
V003021,M0034,2025-08-23,37,False,Tablet
V004148,M0018,2025-01-28,31,False,Tablet
V004480,M0017,2025-06-24,78,False,Web
V004402,M0051,2024-10-18,104,True,TV
V002742,M0011,2025-11-22,72,False,TV
V000767,M0030,2024-07-21,57,False,Tablet
V004459,M0024,2025-01-29,94,True,Tablet
V000696,M0028,2025-06-30,32,False,Mobile
V000575,M0006,2024-09-13,122,False,Mobile
V002216,M0011,2025-08-05,109,True,Mobile
V003355,M0007,2025-10-07,62,False,Web
V000830,M0048,2025-11-07,67,False,Tablet
V001336,M0040,2024-10-08,114,False,Mobile
V004596,M0025,2025-02-26,109,False,Mobile
V000387,M0011,2024-11-07,64,False,TV
V000285,M0005,2025-07-20,56,False,Web
V004794,M0012,2024-11-30,103,False,TV
V002819,M0001,2024-09-10,100,False,TV
V004696,M0010,2024-10-23,68,False,Tablet
V002270,M0012,2024-08-19,115,True,Web
V004032,M0052,2025-05-01,54,False,Tablet
V003557,M0003,2025-10-13,53,False,Tablet
V000142,M0010,2025-04-29,54,False,TV
V002899,M0047,2024-08-01,69,False,Mobile
V003575,M0043,2024-07-30,53,False,Web
V000607,M0055,2025-03-15,41,False,Mobile
V002281,M0007,2025-11-05,62,False,Mobile
V001893,M0056,2024-09-09,122,False,TV
V001081,M0039,2025-11-20,66,False,Web
V001817,M0034,2025-02-05,23,False,Mobile
V001804,M0055,2025-03-04,41,False,Tablet
V003409,M0004,2025-01-30,38,False,Web
V001048,M0009,2025-01-12,88,False,Mobile
V002383,M0027,2025-10-11,104,False,TV
V004105,M0055,2024-11-27,74,True,TV
V002180,M0008,2025-04-17,117,False,TV
V002522,M0028,2024-10-08,101,True,Web
V003942,M0039,2025-09-10,83,False,Mobile
V000738,M0054,2025-07-11,52,False,Mobile
V001699,M0025,2025-03-29,98,False,Tablet
V004738,M0023,2024-07-30,120,False,Tablet
V003316,M0021,2024-08-16,62,False,TV
V003458,M0025,2024-07-11,100,False,Tablet
V002094,M0052,2025-08-27,64,False,Mobile
V004786,M0026,2025-02-18,82,True,Web
V002472,M0011,2025-07-08,62,False,Tablet
V002096,M0045,2024-12-04,74,False,Web
V002325,M0056,2025-02-10,124,False,Web
V002509,M0008,2024-10-18,70,False,Mobile
V004688,M0019,2024-06-22,48,False,Mobile
V000433,M0054,2024-12-23,100,True,Mobile
V004593,M0049,2025-05-18,63,False,Mobile
V002399,M0049,2024-10-17,72,False,TV
V000702,M0039,2025-04-12,65,False,TV
V003747,M0014,2025-10-28,68,False,Tablet
V001775,M0035,2025-03-14,62,False,Mobile
V002933,M0032,2025-10-25,148,True,TV
V001734,M0004,2025-01-03,25,False,TV
V001717,M0008,2024-09-16,146,True,Mobile
V004978,M0009,2025-01-29,56,False,Web
V000358,M0045,2024-12-25,106,False,Mobile
V000817,M0013,2025-07-05,81,False,Mobile
V002760,M0024,2024-11-30,75,False,TV
V001417,M0037,2025-03-01,67,False,Tablet
V003551,M0008,2024-10-26,91,False,Web
V000378,M0025,2025-08-02,116,False,Mobile
V003854,M0042,2025-11-30,44,False,Mobile
V002039,M0043,2025-06-29,81,False,Web
V001637,M0035,2024-10-20,61,False,TV
V000993,M0018,2024-08-06,64,False,Mobile
V003428,M0042,2024-12-19,72,False,Mobile
V000518,M0056,2025-08-21,140,True,TV
V003346,M0058,2024-07-08,82,True,Tablet
V000969,M0008,2024-07-13,82,False,Mobile
V001001,M0012,2024-11-12,65,False,TV
V000341,M0023,2025-05-05,52,False,Tablet
V003780,M0060,2025-04-15,70,False,Mobile
V000961,M0010,2025-05-07,71,False,Mobile
V001513,M0047,2025-01-17,79,False,Tablet
V003181,M0025,2025-07-22,142,True,Mobile
V003090,M0013,2025-06-01,42,False,Web
V002261,M0038,2025-03-11,31,False,Tablet
V001075,M0008,2025-11-21,91,False,TV
V004571,M0039,2025-02-15,53,False,Tablet
V001802,M0024,2025-05-10,66,False,Mobile
V003929,M0002,2025-01-31,133,True,Web
V001548,M0055,2024-11-17,46,False,Web
V002256,M0028,2025-09-27,56,False,TV
V004108,M0008,2025-10-31,120,False,Tablet
V002866,M0043,2024-10-31,62,False,Web
V002687,M0022,2025-03-08,115,False,Web
V003489,M0033,2024-11-11,45,False,Web
V002789,M0058,2024-06-15,59,False,Mobile
V002770,M0060,2025-11-26,104,False,Web
V004886,M0003,2025-09-28,61,False,Web
V002050,M0037,2025-01-13,94,False,Web
V003491,M0025,2024-10-13,106,False,Mobile
V001751,M0059,2024-10-12,97,False,Tablet
V001674,M0016,2024-08-18,55,False,Tablet
V000967,M0002,2025-09-10,127,True,TV
V002938,M0013,2025-05-19,86,True,Web
V002127,M0037,2025-06-18,138,True,Web
V001222,M0033,2024-06-25,47,False,TV
V003414,M0057,2024-11-19,133,False,Tablet
V002408,M0001,2025-10-06,63,False,Tablet
V002499,M0019,2024-08-16,62,False,Mobile
V002299,M0025,2025-09-11,85,False,TV
V004281,M0032,2025-06-21,117,False,Web
V002327,M0018,2025-07-20,25,False,TV
V000364,M0050,2024-10-11,82,False,TV
V004850,M0014,2025-03-22,117,False,Web
V003190,M0043,2025-11-03,64,False,Web
V003460,M0056,2025-05-13,111,False,Web
V000899,M0015,2025-07-13,103,False,Tablet
V004115,M0060,2024-08-05,87,False,TV
V002949,M0052,2024-09-27,98,False,Mobile
V001574,M0056,2025-07-29,121,False,Tablet
V003159,M0033,2024-11-26,73,False,Tablet
V004892,M0039,2025-01-16,90,True,Mobile
V001447,M0053,2024-10-04,79,False,TV
V001065,M0034,2024-08-16,61,False,TV
V000661,M0039,2025-07-29,73,False,TV
V001863,M0008,2024-10-18,87,False,Tablet
V001318,M0031,2025-08-24,72,False,TV
V002544,M0056,2025-10-17,128,False,Mobile
V002096,M0052,2024-08-30,102,False,Mobile
V001449,M0036,2025-05-11,59,False,Tablet
V003865,M0008,2025-07-07,92,False,Web
V004229,M0044,2025-03-11,119,False,Web
V000961,M0029,2024-06-29,96,True,TV
V002671,M0024,2025-08-29,98,True,TV
V001321,M0008,2025-08-11,116,False,Tablet
V002506,M0058,2025-01-19,43,False,TV
V001878,M0028,2024-10-26,65,False,Web
V003845,M0051,2025-11-06,63,False,Mobile
V001344,M0046,2025-05-17,108,True,Mobile
V001336,M0042,2024-11-24,68,False,Web
V001125,M0008,2025-11-23,142,True,Web
V003016,M0055,2024-06-22,40,False,Web
V003642,M0050,2024-12-27,52,False,Tablet
V001492,M0041,2025-03-05,90,False,TV
V002999,M0003,2024-11-25,62,False,Tablet
V001909,M0012,2024-11-24,93,False,TV
V002934,M0050,2025-06-23,102,True,Web
V003596,M0040,2024-07-24,119,False,Web
V004795,M0024,2025-02-13,62,False,TV
V002576,M0059,2025-02-12,56,False,Mobile
V002412,M0021,2024-07-04,83,False,Tablet
V001457,M0060,2025-08-09,79,False,Tablet
V001953,M0029,2025-03-21,84,False,Web
V000235,M0030,2024-09-18,83,False,Web
V000420,M0014,2025-11-27,120,False,Tablet
V004985,M0006,2024-12-03,149,True,TV
V003908,M0057,2024-09-16,83,False,TV
V000979,M0042,2024-10-24,143,True,Web
V002851,M0005,2024-09-23,76,False,Tablet
V004568,M0018,2024-11-10,46,False,TV
V004026,M0053,2025-10-09,74,False,Mobile
V003391,M0014,2024-10-24,86,False,Tablet
V000442,M0043,2025-07-23,63,False,Tablet
V000955,M0053,2024-08-20,82,False,TV
V000163,M0059,2024-12-24,62,False,Mobile
V004520,M0035,2024-10-10,80,False,TV
V001527,M0012,2024-06-29,87,False,Tablet
V001009,M0025,2024-08-31,80,False,TV
V003419,M0057,2025-10-02,33,False,TV
V000001,M0006,2024-11-13,140,True,Web
V004327,M0052,2024-08-26,51,False,Web
V000727,M0024,2024-07-30,46,False,TV
V004635,M0043,2024-09-01,56,False,Mobile
V000167,M0055,2024-07-30,37,False,TV
V002113,M0043,2025-10-10,87,False,Tablet
V000589,M0043,2025-06-06,80,False,Web
V002359,M0052,2024-09-28,56,False,TV
V002692,M0055,2024-12-23,43,False,TV
V000247,M0041,2025-07-13,137,True,Web
V000931,M0004,2024-11-25,61,False,Mobile
V000247,M0015,2024-06-22,133,True,Web
V002874,M0039,2025-05-19,45,False,Tablet
V002649,M0041,2025-07-27,88,False,Web
V001681,M0010,2025-03-06,49,False,Mobile
V004510,M0054,2024-09-24,48,False,Tablet
V000615,M0051,2025-04-22,74,False,Tablet
V003831,M0025,2025-11-18,151,True,Mobile
V000082,M0025,2024-09-18,71,False,TV
V000491,M0046,2024-09-27,69,False,TV
V000722,M0007,2025-04-10,47,False,TV
V000797,M0002,2025-02-03,136,True,Mobile
V000167,M0030,2025-02-24,52,False,Web
V001845,M0021,2025-08-19,68,False,Web
V002383,M0056,2024-09-13,73,False,TV
V001271,M0011,2025-02-06,97,False,Mobile
V002033,M0005,2025-03-09,45,False,Mobile
V003399,M0009,2025-07-17,99,True,Tablet
V004420,M0024,2025-04-20,60,False,Web
V001965,M0031,2025-05-05,135,True,Tablet
V004101,M0051,2025-01-03,69,False,Tablet
V002199,M0059,2025-01-02,97,False,TV
V000424,M0029,2025-04-24,98,True,TV
V004650,M0032,2024-09-17,92,False,Mobile
V002000,M0012,2025-03-17,112,True,TV
V001784,M0040,2025-11-25,93,False,TV
V003724,M0022,2024-07-04,92,False,Mobile
V001382,M0048,2025-04-05,40,False,Tablet
V002537,M0008,2024-10-31,133,True,Mobile
V001225,M0042,2024-09-24,67,False,Mobile
V004159,M0005,2025-03-20,65,False,Mobile
V004184,M0003,2025-09-17,75,False,Mobile
V001795,M0045,2024-08-03,101,False,Mobile
V000361,M0008,2025-02-12,101,False,TV
V002073,M0018,2025-03-14,27,False,Web
V001099,M0050,2024-12-08,73,False,Web
V000527,M0006,2024-12-26,70,False,Mobile
V001081,M0044,2024-10-15,91,False,Web
V003331,M0005,2024-12-16,60,False,TV
V003553,M0052,2025-06-07,96,False,Mobile
V000002,M0055,2025-11-23,60,False,Tablet
V003452,M0042,2025-01-29,76,False,Mobile
V001966,M0020,2024-08-19,118,True,Web
V001465,M0011,2024-06-29,77,False,Tablet
V004747,M0051,2025-05-20,49,False,TV
V001898,M0037,2024-12-02,86,False,Mobile
V000368,M0047,2024-07-14,80,False,Tablet
V000591,M0027,2025-10-20,66,False,Tablet
V002024,M0029,2025-09-01,50,False,Web
V002614,M0053,2025-05-17,117,False,TV
V004756,M0055,2025-04-20,44,False,TV
V002843,M0008,2025-09-22,116,False,TV
V000164,M0003,2024-07-12,51,False,Tablet
V003875,M0056,2025-07-16,84,False,Tablet
V004275,M0050,2025-09-08,53,False,Web
V000385,M0007,2024-09-07,58,False,Mobile
V004735,M0021,2024-11-23,93,True,Tablet
V000370,M0050,2025-03-18,56,False,Web
V003589,M0045,2024-08-08,91,False,Tablet
V002045,M0031,2025-07-19,134,True,TV
V003215,M0038,2024-11-04,63,False,Tablet
V000063,M0051,2025-06-03,78,False,Tablet
V004059,M0014,2025-07-23,83,False,Mobile
V003734,M0024,2025-08-03,98,True,Mobile
V003571,M0026,2025-05-30,67,False,Tablet
V001486,M0034,2024-07-29,47,False,Web
V004619,M0034,2025-10-01,39,False,TV
V003253,M0011,2025-01-02,103,False,TV
V003229,M0019,2025-11-27,70,False,Tablet
V004318,M0033,2024-12-26,93,True,Web
V000577,M0010,2025-09-13,65,False,Web
V000259,M0013,2025-02-19,54,False,Mobile
V004957,M0031,2025-01-01,147,True,TV
V004359,M0045,2024-12-11,92,False,TV
V000116,M0048,2025-02-13,53,False,Web
V000204,M0017,2025-01-18,122,False,TV
V000791,M0058,2024-10-12,81,True,Mobile
V003167,M0028,2025-02-09,55,False,Tablet
V000436,M0004,2025-09-28,24,False,Tablet
V000131,M0038,2025-03-12,82,False,Tablet
V001025,M0018,2025-08-03,22,False,Mobile
V003234,M0028,2025-11-09,37,False,Mobile
V004386,M0045,2025-01-01,92,False,Mobile
V001080,M0049,2025-08-23,75,False,Mobile
V004153,M0033,2024-07-04,41,False,Web
V001232,M0018,2025-09-28,33,False,Web
V004600,M0002,2024-09-01,138,True,Web
V003107,M0010,2024-09-23,70,False,Tablet
V003646,M0060,2025-04-13,87,False,TV
V004277,M0057,2024-09-10,154,True,Mobile
V002661,M0048,2025-10-25,39,False,TV
V004551,M0051,2025-01-04,91,False,Mobile
V002386,M0046,2024-10-28,73,False,Tablet
V004067,M0058,2025-06-11,47,False,Web
V000534,M0029,2025-01-07,53,False,Mobile
V001005,M0031,2024-06-23,98,False,Mobile
V004793,M0043,2024-09-16,70,False,Tablet
V000222,M0009,2025-09-22,93,False,TV
V002581,M0035,2025-03-10,90,False,Web
V001099,M0015,2025-01-01,100,False,Tablet
V002078,M0014,2025-08-30,85,False,Mobile
V001981,M0020,2024-11-02,117,True,TV
V003203,M0042,2025-08-05,71,False,Web
V004935,M0048,2025-03-30,37,False,Mobile
V004416,M0060,2024-07-07,123,False,Web
V002312,M0059,2025-11-27,66,False,Tablet
V000757,M0025,2025-11-02,143,True,Mobile
V000534,M0028,2024-12-10,90,False,Mobile
V003079,M0051,2025-08-29,77,False,Web
V001217,M0046,2024-09-15,71,False,Tablet
V000925,M0025,2025-01-28,98,False,Mobile
V000588,M0036,2024-07-27,94,False,Mobile
V003801,M0015,2025-01-26,116,False,Web
V000613,M0025,2025-06-02,97,False,TV
V003172,M0011,2025-08-23,119,True,Mobile
V002553,M0009,2025-09-27,65,False,Web
V001275,M0005,2025-09-09,85,False,Web
V001740,M0051,2024-08-22,57,False,Mobile
V003165,M0044,2025-10-22,129,False,Web
V004143,M0053,2024-09-02,103,False,TV
V001862,M0030,2024-08-08,83,False,Tablet
V003569,M0024,2025-01-31,79,False,Mobile
V004836,M0036,2025-01-19,80,False,Mobile
V001036,M0031,2024-12-20,114,False,TV
V000051,M0048,2025-05-17,62,False,TV
V002449,M0038,2025-09-10,40,False,Web
V004860,M0002,2024-06-24,138,True,TV
V002617,M0047,2024-11-26,76,False,Web
V003068,M0053,2025-01-03,78,False,TV
V001027,M0052,2025-06-10,84,False,Mobile
V000747,M0017,2025-04-04,128,False,Web
V002877,M0010,2025-01-12,58,False,Tablet
V000890,M0055,2025-04-04,44,False,Web
V001750,M0060,2025-11-19,93,False,Mobile
V001862,M0052,2025-08-12,54,False,Web
V001145,M0032,2025-05-03,124,False,Tablet
V000444,M0031,2024-06-25,77,False,Mobile
V003035,M0014,2025-06-03,130,False,Web
V000961,M0005,2025-09-13,46,False,Mobile
V004500,M0037,2025-04-23,118,False,Mobile
V003950,M0033,2025-04-26,90,True,Web
V004925,M0003,2025-09-27,47,False,Mobile
V004976,M0041,2024-09-24,126,True,Mobile
V000147,M0011,2024-06-26,61,False,Tablet
V004149,M0043,2025-08-01,72,False,TV
V001671,M0016,2025-01-09,86,True,Tablet
V004443,M0012,2025-03-21,113,True,TV
V004597,M0033,2025-11-22,61,False,Tablet
V004858,M0032,2024-09-10,107,False,Tablet
V004559,M0027,2024-07-12,89,False,Web
V002325,M0018,2024-09-28,48,False,Web
V001636,M0060,2024-12-13,144,True,Tablet
V004213,M0018,2025-02-24,18,False,Web
V003865,M0044,2025-11-01,136,True,Mobile
V003970,M0052,2024-11-14,67,False,Web
V001253,M0051,2025-03-06,78,False,Mobile
V002468,M0006,2024-08-13,98,False,Web
V003291,M0053,2025-05-20,106,False,Mobile
V003209,M0022,2024-11-30,139,False,Tablet
V004300,M0027,2025-08-13,68,False,Web
V002222,M0054,2025-03-17,59,False,TV
V001980,M0021,2024-09-25,68,False,Web
V001412,M0042,2024-09-30,83,False,TV
V003645,M0023,2025-10-02,61,False,Mobile
V003883,M0005,2024-11-28,95,True,Tablet
V000712,M0027,2025-02-05,71,False,Tablet
V003057,M0025,2024-06-17,127,False,Mobile
V004970,M0034,2024-12-07,59,False,Mobile
V000355,M0031,2024-11-02,72,False,TV
V000117,M0056,2025-06-03,78,False,Web
V002781,M0053,2024-09-29,57,False,TV
V002743,M0034,2024-12-05,45,False,TV
V004879,M0002,2025-01-26,129,True,Tablet
V002223,M0002,2024-06-22,137,True,TV
V003236,M0035,2025-09-24,96,False,Tablet
V002648,M0019,2024-09-06,77,False,Tablet
V004287,M0026,2025-07-20,58,False,Web
V003553,M0051,2025-11-18,83,False,Tablet
V000388,M0015,2025-04-18,90,False,Mobile
V003838,M0030,2025-02-22,65,False,TV
V001599,M0014,2025-01-30,147,True,Tablet
V002626,M0004,2024-12-19,51,False,Mobile
V001635,M0008,2025-05-03,79,False,TV
V001863,M0056,2025-08-31,150,True,Tablet
V001099,M0047,2024-07-20,123,False,Tablet
V001836,M0045,2025-08-24,99,False,TV
V002109,M0016,2025-11-10,77,False,Tablet
V001018,M0058,2025-10-12,21,False,TV
V001247,M0056,2024-11-05,82,False,Web
V000687,M0014,2025-10-14,104,False,TV
V003881,M0031,2024-06-22,121,False,TV
V001156,M0027,2025-10-29,75,False,TV
V000152,M0009,2025-09-02,50,False,Tablet
V004184,M0026,2025-06-06,60,False,Tablet
V002486,M0015,2025-10-14,63,False,Mobile
V004631,M0019,2024-09-08,80,False,Tablet
V002099,M0047,2025-08-12,110,False,Mobile
V004122,M0053,2025-07-24,92,False,TV
V000846,M0058,2025-05-16,41,False,TV
V001389,M0034,2025-07-10,33,False,Web
V001720,M0018,2025-03-06,31,False,TV
V000856,M0029,2024-10-15,84,False,Web
V002295,M0021,2024-08-04,97,True,Tablet
V002727,M0019,2024-08-16,43,False,Tablet
V003673,M0012,2025-03-05,117,True,Tablet
V001656,M0039,2025-07-27,87,True,Mobile
V000608,M0029,2025-07-22,60,False,Tablet
V004201,M0029,2025-08-17,86,False,Mobile
V002905,M0022,2025-02-27,155,True,Web
V001798,M0054,2024-09-07,62,False,Tablet
V000166,M0029,2025-02-26,86,False,TV
V002755,M0054,2024-10-03,51,False,Tablet
V001595,M0018,2025-06-29,25,False,Mobile
V001986,M0026,2025-07-23,81,True,Tablet
V002627,M0029,2024-12-18,102,True,TV
V000128,M0003,2025-02-14,46,False,Mobile
V004890,M0051,2024-07-21,81,False,TV
V003338,M0030,2025-11-26,45,False,Tablet
V003423,M0046,2024-10-27,96,False,Web
V004764,M0053,2025-05-23,94,False,Web
V000263,M0025,2024-07-13,119,False,Mobile
V004645,M0046,2024-07-20,99,False,Web
V000135,M0053,2024-07-07,107,False,Web
V001994,M0045,2024-06-16,64,False,Mobile
V001551,M0007,2024-10-13,84,True,TV
V001228,M0022,2024-11-08,92,False,Tablet
V002343,M0031,2025-03-17,141,True,Tablet
V001584,M0045,2025-06-01,70,False,TV
V002994,M0002,2025-01-22,135,True,Tablet
