viewer_id,movie_id,rating,review_date,sentiment_score
V002943,M0020,3,2025-09-21,0.251
V004246,M0040,3,2024-12-18,0.285
V000359,M0035,5,2025-06-29,0.633
V003954,M0087,2,2025-05-20,-0.5
V002880,M0064,4,2025-11-20,0.29
V001565,M0088,2,2024-09-22,-0.144
V003930,M0027,3,2025-08-24,0.283
V000655,M0031,5,2025-02-26,0.479
V003192,M0062,2,2025-10-01,-0.37
V000065,M0046,4,2025-08-16,0.237
V004280,M0026,1,2025-01-04,-0.74
V004283,M0065,4,2025-03-30,0.455
V000279,M0068,2,2024-12-29,-0.436
V001197,M0048,4,2025-05-14,0.58
V001838,M0029,2,2024-11-28,-0.344
V000666,M0033,3,2024-07-31,0.15
V000958,M0097,5,2024-11-15,0.389
V001728,M0046,2,2024-12-30,-0.424
V000133,M0029,5,2024-10-17,0.325
V002194,M0084,3,2024-11-10,0.143
V003837,M0072,5,2024-07-12,0.499
V001770,M0060,3,2024-07-20,0.288
V004250,M0004,3,2024-06-15,-0.235
V004425,M0038,5,2025-04-21,0.715
V003265,M0021,5,2025-07-11,0.804
V002184,M0052,3,2024-12-19,0.126
V000789,M0039,2,2025-10-10,-0.105
V002655,M0069,3,2025-01-22,-0.161
V000060,M0097,5,2025-08-29,0.537
V003290,M0008,3,2025-04-26,-0.283
V001707,M0023,3,2024-11-03,-0.003
V002836,M0027,3,2024-10-08,0.188
V000817,M0047,3,2025-02-15,0.201
V004145,M0027,5,2025-08-24,0.492
V001502,M0054,4,2024-11-19,0.206
V002534,M0019,5,2025-01-03,0.553
V004690,M0030,1,2025-05-31,-0.567
V000199,M0094,3,2024-06-26,-0.048
V002481,M0018,4,2024-08-27,0.042
V001739,M0006,4,2024-12-30,0.223
V002837,M0043,4,2025-03-10,0.484
V003077,M0020,3,2024-10-17,-0.153
V004194,M0008,4,2024-10-14,0.281
V000364,M0078,4,2025-11-06,0.125
V000254,M0088,4,2024-12-22,0.541
V002564,M0050,4,2025-04-03,0.393
V004096,M0069,3,2025-11-21,0.268
V003488,M0066,4,2024-09-24,0.482
V003028,M0099,5,2025-08-20,0.649
V000530,M0068,2,2025-08-06,-0.106
V002140,M0024,4,2025-10-31,0.427
V001649,M0091,4,2025-02-26,0.515
V000628,M0016,1,2025-09-22,-0.568
V003098,M0010,4,2025-04-09,0.295
V000510,M0079,4,2025-11-22,0.483
V001346,M0046,2,2025-03-13,-0.0
V004066,M0090,3,2024-12-13,-0.119
V003889,M0030,4,2024-06-19,0.568
V001640,M0042,5,2024-08-10,0.81
V001222,M0070,5,2024-12-29,0.486
V004553,M0065,4,2025-11-19,0.587
V001380,M0028,4,2024-07-11,0.483
V004621,M0054,3,2024-12-20,-0.049
V003861,M0033,2,2025-10-03,-0.267
V003868,M0052,4,2025-05-30,0.198
V001444,M0065,2,2025-05-31,-0.3
V000901,M0060,4,2025-06-08,0.373
V003260,M0007,4,2025-04-04,0.528
V001278,M0095,1,2025-11-26,-0.88
V000855,M0018,1,2025-05-05,-0.594
V003486,M0019,5,2024-12-22,0.69
V001834,M0080,5,2025-04-24,0.575
V004458,M0087,5,2025-10-08,0.59
V003339,M0008,1,2024-07-20,-0.862
V001615,M0069,2,2025-05-10,-0.46
V000286,M0037,4,2025-04-30,0.546
V001313,M0066,4,2025-05-13,0.074
V002230,M0073,5,2025-03-22,0.654
V003890,M0038,4,2025-11-15,0.105
V000541,M0030,1,2025-11-23,-0.314
V000578,M0022,5,2024-11-14,0.694
V002677,M0055,4,2025-05-28,0.177
V002800,M0034,4,2025-02-10,0.283
V004931,M0095,2,2024-09-17,-0.291
V002390,M0067,3,2024-08-31,-0.201
V004980,M0005,1,2025-11-05,-0.452
V004295,M0006,4,2025-06-10,0.377
V002725,M0044,3,2024-10-20,-0.221
V001678,M0012,4,2025-11-30,0.304
V001293,M0082,2,2025-04-20,-0.191
V001529,M0020,2,2025-06-27,-0.493
V004237,M0084,4,2024-09-25,0.368
V003524,M0002,4,2025-10-27,0.489
V001610,M0019,1,2025-11-20,-0.742
V003544,M0011,2,2025-07-15,-0.457
V004244,M0066,4,2025-10-06,0.116
V000732,M0055,4,2025-06-25,0.431
V002044,M0094,2,2024-08-06,-0.348
V002218,M0083,4,2024-09-29,0.043
V000972,M0032,4,2024-06-14,0.519
V003055,M0016,1,2024-11-20,-0.553
V003307,M0010,1,2025-03-21,-0.808
V002859,M0061,3,2024-08-19,0.271
V004408,M0059,1,2025-06-26,-0.517
V000629,M0084,2,2024-09-24,-0.151
V002615,M0043,3,2025-01-26,-0.117
V004718,M0066,3,2024-12-02,-0.186
V003028,M0092,3,2024-08-11,0.048
V002386,M0008,4,2024-09-27,0.184
V004223,M0091,4,2025-02-13,0.032
V002434,M0088,3,2025-05-02,-0.287
V004111,M0097,4,2024-10-25,0.567
V003429,M0082,2,2024-06-21,-0.445
V000109,M0044,4,2025-09-26,0.397
V001249,M0028,5,2024-08-14,0.43
V004933,M0045,5,2025-11-18,0.348
V001619,M0029,5,2025-01-18,0.478
V004042,M0094,4,2024-11-08,0.445
V001225,M0064,3,2024-07-24,0.237
V004331,M0014,3,2025-04-21,0.094
V000631,M0001,5,2025-09-26,0.388
V003612,M0062,4,2025-11-16,0.47
V004904,M0017,3,2024-08-08,0.067
V002324,M0098,1,2025-09-25,-0.447
V001451,M0062,3,2025-08-27,-0.208
V004346,M0073,4,2024-10-15,0.361
V002449,M0065,2,2025-01-03,-0.213
V003527,M0096,3,2024-10-28,-0.012
V003234,M0052,2,2025-11-02,-0.545
V002043,M0060,2,2025-10-15,-0.339
V000924,M0008,3,2025-11-26,0.047
V004866,M0058,4,2024-06-15,0.239
V001924,M0070,5,2025-04-12,0.58
V001099,M0055,4,2024-12-24,0.187
V004120,M0091,3,2024-10-26,-0.237
V002136,M0009,4,2025-11-16,0.128
V004003,M0098,2,2025-02-01,-0.372
V003485,M0019,2,2025-02-11,-0.507
V004891,M0040,2,2025-03-27,-0.137
V001695,M0023,3,2024-12-10,0.182
V002487,M0037,4,2025-10-06,0.381
V003738,M0070,4,2024-09-22,0.259
V002199,M0079,5,2025-01-02,0.68
V000196,M0011,3,2025-04-28,0.016
V001156,M0054,2,2025-10-29,-0.204
V000225,M0080,4,2025-03-22,0.221
V002934,M0057,5,2024-09-08,0.445
V001910,M0054,3,2024-08-29,0.103
V000167,M0079,5,2025-08-08,0.777
V002122,M0028,3,2025-10-21,0.065
V003773,M0067,2,2024-09-03,-0.095
V001917,M0034,5,2025-05-25,0.34
V001483,M0037,2,2024-09-15,-0.033
V000943,M0089,2,2024-11-25,-0.117
V000505,M0053,2,2024-09-28,-0.412
V000070,M0048,4,2025-05-25,0.148
V003491,M0083,2,2025-07-16,-0.241
V004992,M0086,5,2025-11-22,0.515
V002430,M0062,3,2024-07-01,-0.161
V003668,M0098,2,2024-10-03,-0.417
V000141,M0092,3,2025-08-14,0.063
V001743,M0010,4,2025-02-05,0.152
V000165,M0088,3,2025-09-25,0.263
V002124,M0088,5,2025-11-24,0.856
V002805,M0074,2,2025-11-24,-0.387
V003181,M0009,5,2024-10-31,0.347
V003636,M0092,3,2024-09-22,0.187
V002104,M0005,1,2025-06-14,-0.822
V001784,M0074,2,2024-06-18,-0.283
V004580,M0047,3,2025-03-24,-0.113
V002432,M0088,5,2024-07-23,0.752
V004682,M0033,3,2024-06-26,0.123
V002040,M0089,5,2024-10-28,0.819
V001481,M0095,2,2024-12-01,-0.26
V002216,M0036,1,2025-04-23,-0.469
V002654,M0046,2,2025-09-28,-0.189
V003655,M0027,4,2025-11-13,0.224
V001803,M0022,1,2025-01-11,-0.497
V000469,M0035,5,2025-11-11,0.506
V004828,M0054,5,2025-07-26,0.814
V002085,M0013,4,2024-12-29,0.362
V004480,M0038,4,2025-11-28,0.137
V001015,M0063,5,2025-06-20,0.799
V003229,M0018,3,2025-09-10,-0.031
V003917,M0009,3,2024-08-18,-0.265
V003050,M0012,3,2025-11-09,-0.298
V001196,M0043,4,2025-04-04,0.058
V004265,M0082,5,2025-04-11,0.888
V001376,M0055,5,2024-06-29,0.749
V001358,M0048,4,2025-07-31,0.11
V000829,M0017,5,2024-08-20,0.454
V002751,M0034,3,2024-07-05,-0.246
V001326,M0065,4,2025-02-18,0.059
V003081,M0086,5,2025-04-18,0.407
V004967,M0067,5,2025-03-02,0.568
V000462,M0001,5,2024-06-11,0.598
V000338,M0089,3,2024-10-09,-0.012
V003991,M0006,2,2025-04-29,-0.019
V003184,M0087,2,2024-10-30,-0.368
V000999,M0035,5,2025-05-18,0.527
V003550,M0051,3,2024-11-25,-0.183
V001366,M0071,2,2024-10-25,-0.538
V002910,M0084,2,2025-03-29,-0.455
V000092,M0062,1,2024-11-22,-0.528
V002359,M0065,4,2024-10-09,0.386
V001966,M0017,2,2025-09-30,-0.484
V002558,M0064,2,2024-12-23,-0.206
V000889,M0076,4,2025-02-28,0.311
V002517,M0005,4,2025-02-14,0.042
V003070,M0090,1,2024-08-16,-0.513
V003641,M0005,3,2025-03-24,0.261
V001231,M0038,3,2025-06-02,-0.161
V002631,M0089,5,2025-04-04,0.469
V003715,M0075,5,2024-07-14,0.767
V002643,M0050,4,2025-02-04,0.189
V004292,M0045,4,2024-08-15,0.003
V002917,M0052,5,2024-08-14,0.557
V004912,M0032,4,2024-12-04,0.213
V003009,M0011,4,2024-07-07,0.497
V001234,M0056,2,2025-01-05,-0.194
V001504,M0088,3,2024-08-08,0.05
V003726,M0035,4,2025-04-16,0.452
V002331,M0044,5,2025-11-15,0.891
V003206,M0027,4,2024-09-22,0.596
V002753,M0097,5,2025-04-19,0.601
V003726,M0064,3,2025-02-20,0.01
V004431,M0025,3,2025-10-08,-0.212
V002811,M0070,3,2025-02-09,-0.292
V000473,M0005,5,2025-11-27,0.459
V003567,M0073,5,2025-03-15,0.89
V004783,M0091,5,2025-10-06,0.834
V002354,M0092,2,2025-06-27,-0.052
V000320,M0062,5,2025-06-27,0.455
V004647,M0020,1,2025-11-21,-0.8
V000688,M0009,1,2025-09-18,-0.314
V003808,M0013,4,2025-08-14,0.114
V002727,M0078,1,2025-07-15,-0.696
V003867,M0051,5,2024-11-19,0.352
V004945,M0028,2,2024-07-26,-0.347
V003598,M0048,2,2025-09-21,-0.38
V004247,M0069,4,2024-09-26,0.065
V003656,M0080,5,2024-11-10,0.833
V003366,M0027,5,2024-12-12,0.66
V002243,M0002,4,2025-03-08,0.051
V004973,M0030,3,2025-10-27,-0.093
V003096,M0013,4,2025-01-31,0.185
V003356,M0051,4,2024-08-31,0.512
V002076,M0071,1,2024-06-29,-0.563
V002888,M0099,5,2025-03-31,0.555
V003048,M0090,5,2024-08-27,0.83
V001478,M0051,5,2024-11-26,0.333
V001947,M0037,4,2025-02-24,0.555
V003423,M0018,3,2025-07-05,-0.119
V001936,M0058,4,2024-10-07,0.584
V000878,M0044,4,2024-10-26,0.333
V002022,M0097,4,2025-07-28,0.396
V001820,M0012,3,2025-02-04,0.286
V003978,M0061,3,2025-11-06,0.276
V001804,M0089,1,2025-05-12,-0.36
V003126,M0058,5,2025-11-10,0.861
V003211,M0029,1,2024-12-28,-0.838
V001748,M0046,2,2025-01-15,-0.032
V001928,M0075,4,2025-09-19,0.104
V002617,M0091,4,2025-08-10,0.315
V001949,M0031,2,2025-07-18,-0.303
V002808,M0088,5,2024-07-27,0.716
V000280,M0003,5,2024-06-30,0.515
V004250,M0084,5,2025-10-10,0.572
V003244,M0074,4,2025-06-23,0.179
V003966,M0006,4,2024-07-25,0.595
V004673,M0058,4,2025-05-25,0.181
V003546,M0062,2,2025-08-15,-0.204
V001857,M0053,4,2025-07-02,0.021
V003686,M0042,2,2025-08-05,-0.444
V000789,M0013,4,2024-12-22,0.088
V000978,M0067,3,2024-09-02,0.165
V002036,M0084,3,2025-07-04,0.287
V003823,M0021,3,2025-08-10,-0.199
V002724,M0014,3,2024-11-17,0.196
V004327,M0012,5,2025-06-24,0.737
V003484,M0096,4,2025-08-17,0.349
V004728,M0058,4,2025-03-28,0.108
V004928,M0070,4,2024-09-03,0.148
V003920,M0096,3,2025-08-05,0.011
V001054,M0099,5,2024-09-20,0.485
V004736,M0029,2,2024-12-22,-0.23
V002239,M0048,5,2025-04-13,0.39
V000953,M0091,4,2025-04-12,0.071
V000784,M0051,3,2024-08-07,0.032
V001158,M0037,3,2025-10-04,0.113
V002401,M0025,1,2025-08-22,-0.831
V002988,M0057,2,2024-07-19,-0.262
V002385,M0019,5,2024-12-17,0.613
V004146,M0032,4,2024-07-18,0.234
V002625,M0037,2,2025-09-05,-0.126
V003378,M0018,4,2025-08-02,0.076
V003056,M0089,4,2025-11-30,0.447
V001689,M0010,4,2024-10-24,0.437
V004726,M0099,4,2025-10-17,0.444
V000916,M0076,4,2024-10-28,0.587
V002598,M0092,4,2024-06-13,0.247
V003292,M0095,5,2025-01-21,0.301
V000157,M0054,2,2025-04-14,-0.155
V000822,M0099,2,2024-12-04,-0.512
V003225,M0022,3,2024-09-01,-0.074
V001811,M0097,3,2025-07-14,0.255
V004367,M0048,4,2025-05-25,0.254
V003013,M0043,4,2024-07-25,0.216
V000813,M0031,4,2025-05-31,0.354
V004465,M0014,5,2025-07-11,0.468
V001733,M0010,5,2025-02-25,0.569
V000648,M0089,2,2025-08-13,-0.379
V004339,M0027,2,2025-04-17,-0.415
V003669,M0065,4,2025-04-03,0.541
V000436,M0010,4,2024-10-26,0.447
V002247,M0063,3,2024-10-13,0.159
V003612,M0063,2,2025-11-29,-0.363
V000738,M0014,3,2025-06-22,0.277
V001484,M0071,5,2025-02-28,0.538
V004436,M0076,3,2025-07-21,-0.281
V001571,M0070,5,2025-09-14,0.745
V000655,M0065,4,2025-08-10,0.474
V001547,M0071,3,2025-11-05,-0.223
V002946,M0063,5,2025-11-28,0.601
V002812,M0099,5,2025-01-09,0.632
V000567,M0026,3,2025-09-06,0.231
V001923,M0017,3,2025-08-02,-0.075
V000622,M0080,3,2024-07-16,-0.233
V000361,M0003,3,2025-07-27,0.271
V002349,M0072,3,2025-11-19,0.099
V000080,M0087,2,2024-06-30,-0.016
V000525,M0098,1,2024-07-10,-0.318
V004035,M0085,4,2025-09-13,0.49
V003075,M0089,4,2024-12-26,0.528
V004106,M0089,4,2024-12-14,0.221
V004214,M0062,5,2024-12-19,0.622
V003747,M0080,3,2025-10-28,-0.097
V004156,M0050,2,2024-08-14,-0.012
V001970,M0083,2,2024-07-31,-0.265
V000150,M0081,5,2024-08-07,0.789
V002790,M0085,4,2025-08-25,0.44
V002596,M0006,1,2025-09-26,-0.493
V004371,M0040,5,2025-03-23,0.531
V001321,M0073,3,2024-12-07,-0.132
V004379,M0050,5,2025-02-23,0.461
V004774,M0003,4,2024-10-30,0.359
V003363,M0090,2,2025-08-20,-0.447
V001363,M0032,3,2025-07-01,0.148
V003686,M0098,4,2025-02-19,0.261
V002748,M0075,4,2025-01-22,0.327
V002018,M0014,5,2025-03-14,0.742
V002231,M0008,3,2025-11-14,0.172
V001191,M0013,4,2025-03-12,0.122
V003145,M0008,4,2025-07-05,0.066
V001703,M0097,4,2025-05-18,0.502
V000334,M0071,3,2025-10-29,-0.174
V003385,M0080,2,2025-02-13,-0.025
V003241,M0053,3,2025-09-28,-0.074
V000016,M0022,3,2025-07-08,0.128
V001685,M0033,4,2025-04-04,0.592
V002680,M0096,3,2025-03-26,-0.064
V002875,M0051,4,2025-10-18,0.016
V003049,M0010,4,2025-01-31,0.062
V000656,M0017,1,2025-11-18,-0.81
V004503,M0021,2,2025-06-25,-0.252
V002182,M0027,5,2024-07-20,0.321
V001263,M0035,5,2025-09-01,0.782
V003762,M0058,3,2024-10-09,0.06
V003402,M0010,3,2025-09-19,-0.16
V004927,M0099,4,2024-09-10,0.16
V003380,M0029,3,2025-04-08,0.069
V002829,M0020,3,2025-04-09,-0.281
V004261,M0044,3,2025-11-28,0.064
V002278,M0053,4,2025-11-05,0.263
V001847,M0068,2,2024-06-17,-0.118
V000880,M0068,5,2025-01-01,0.631
V001391,M0011,2,2025-09-08,-0.425
V001823,M0052,5,2024-09-15,0.744
V002686,M0079,1,2025-05-20,-0.832
V003740,M0020,1,2024-10-17,-0.655
V001216,M0020,3,2025-03-21,0.274
V000886,M0055,3,2025-06-04,-0.152
V001914,M0086,5,2025-07-03,0.592
V004943,M0040,5,2025-09-17,0.662
V002327,M0050,2,2025-01-06,-0.499
V003615,M0061,3,2024-08-15,0.122
V000992,M0045,4,2025-06-25,0.033
V004838,M0032,2,2025-01-25,-0.115
V002230,M0034,4,2024-10-10,0.289
V002024,M0081,2,2025-04-23,-0.419
V004789,M0085,4,2025-06-11,0.006
V004099,M0001,4,2025-11-29,0.022
V000872,M0094,2,2025-10-13,-0.032
V000169,M0028,4,2025-06-02,0.204
V004169,M0068,5,2025-09-19,0.779
V001074,M0041,4,2024-12-06,0.249
V000411,M0026,2,2025-10-29,-0.038
V001053,M0035,4,2025-03-28,0.523
V002549,M0072,5,2025-01-30,0.449
V000070,M0024,1,2025-08-15,-0.391
V004609,M0030,2,2025-04-18,-0.573
V000709,M0087,4,2024-11-10,0.545
V002775,M0068,3,2025-05-22,-0.292
V003203,M0033,1,2025-07-29,-0.537
V002536,M0039,4,2024-10-02,0.022
V004217,M0080,3,2025-07-09,0.18
V001400,M0076,4,2024-11-02,0.258
V000844,M0079,5,2025-07-15,0.49
V004433,M0006,4,2025-09-14,0.461
V000460,M0094,5,2025-10-31,0.632
V001288,M0056,3,2025-08-13,0.147
V000743,M0050,3,2025-02-01,0.237
V002513,M0065,3,2024-10-13,0.251
V000966,M0050,5,2025-06-09,0.826
V004025,M0009,5,2024-11-17,0.778
V001508,M0032,3,2024-10-02,0.059
V000678,M0044,3,2024-12-17,-0.216
V002388,M0028,2,2025-02-19,-0.112
V004426,M0092,3,2025-01-12,-0.285
V000375,M0019,1,2025-06-21,-0.513
V002694,M0025,3,2024-10-11,0.043
V001229,M0006,1,2025-11-29,-0.354
V004643,M0090,5,2025-01-05,0.374
V002731,M0020,1,2025-10-11,-0.695
V000625,M0074,5,2025-02-04,0.428
V003970,M0029,4,2024-06-09,0.295
V002086,M0090,4,2025-03-12,0.248
V004755,M0071,5,2025-11-16,0.52
V000242,M0068,4,2025-01-23,0.061
V000189,M0070,5,2024-06-25,0.314
V002012,M0092,4,2025-03-01,0.324
V004380,M0024,2,2025-09-01,-0.029
V003756,M0099,4,2025-06-07,0.596
V000878,M0023,4,2024-07-12,0.289
V002661,M0092,4,2025-05-31,0.325
V003953,M0032,2,2025-01-28,-0.144
V004327,M0036,4,2025-02-13,0.564
V002544,M0017,3,2025-08-10,-0.14
V001368,M0095,4,2025-01-20,0.535
V001522,M0019,3,2024-10-23,-0.17
V002596,M0025,4,2024-07-06,0.114
V000404,M0019,2,2025-08-08,-0.135
V002244,M0015,5,2024-11-20,0.876
V001507,M0066,3,2025-06-22,-0.143
V003150,M0098,3,2025-03-02,-0.018
V004954,M0040,1,2025-06-09,-0.405
V001287,M0091,4,2025-09-26,0.031
V004051,M0016,4,2025-03-31,0.061
V000466,M0005,5,2024-10-15,0.635
V001688,M0033,4,2024-07-03,0.507
V000625,M0089,4,2025-08-17,0.378
V004391,M0049,4,2024-10-18,0.025
V002206,M0094,2,2025-10-22,-0.082
V003787,M0056,3,2025-11-06,-0.077
V000106,M0038,5,2024-09-15,0.306
V001827,M0056,3,2025-05-18,-0.289
V004475,M0062,4,2024-09-07,0.114
V001403,M0056,5,2025-09-13,0.726
V004395,M0086,4,2024-11-22,0.057
V004656,M0008,5,2025-11-25,0.72
V000593,M0097,5,2025-08-17,0.55
V003426,M0096,5,2024-09-02,0.698
V004990,M0036,1,2024-08-27,-0.518
V000826,M0070,4,2024-10-15,0.545
V000331,M0059,3,2025-05-20,-0.266
V003836,M0090,4,2025-02-18,0.469
V003420,M0046,5,2024-11-21,0.39
V004091,M0035,5,2025-04-02,0.759
V004670,M0003,5,2024-11-12,0.54
V001260,M0003,5,2025-01-25,0.492
V000656,M0050,4,2025-01-09,0.146
V005000,M0009,4,2025-11-09,0.097
V000588,M0075,4,2024-12-23,0.336
V002540,M0088,4,2025-08-30,0.369
V002143,M0073,3,2025-07-28,-0.064
V003662,M0007,1,2024-07-21,-0.322
V004683,M0098,3,2024-11-18,-0.233
V000862,M0011,1,2024-10-18,-0.756
V001755,M0088,2,2025-11-16,-0.513
V002039,M0086,5,2025-05-28,0.302
V000022,M0036,4,2024-10-21,0.039
V001322,M0045,2,2025-07-10,-0.176
V004887,M0023,5,2025-02-26,0.478
V003305,M0077,4,2025-11-30,0.497
V001554,M0001,2,2025-01-18,-0.107
V002894,M0068,2,2024-09-06,-0.419
V000486,M0059,4,2025-11-13,0.556
V003507,M0026,4,2025-04-09,0.098
V000369,M0066,4,2025-04-30,0.536
V000707,M0068,5,2024-06-14,0.53
V004401,M0059,5,2025-09-03,0.577
V004936,M0086,2,2025-03-05,-0.267
V002194,M0017,3,2025-04-21,-0.257
V002101,M0066,3,2025-07-17,-0.039
V004895,M0026,4,2024-08-28,0.065
V003440,M0053,3,2025-01-14,0.02
V004518,M0060,3,2024-07-10,-0.12
V004101,M0056,3,2024-09-13,-0.19
V002828,M0094,2,2025-01-13,-0.542
V001551,M0032,5,2025-01-16,0.824
V004639,M0013,5,2025-11-05,0.61
V004456,M0020,4,2025-06-14,0.419
V004828,M0041,3,2025-04-30,0.277
V002210,M0074,3,2024-07-21,0.052
V004676,M0058,4,2024-11-19,0.101
V001300,M0083,2,2025-08-14,-0.219
V003244,M0023,5,2024-08-15,0.326
V001552,M0066,4,2024-07-09,0.301
V000795,M0012,3,2025-11-07,-0.028
V000713,M0016,5,2025-03-25,0.641
V004388,M0044,4,2024-11-15,0.09
V001652,M0057,4,2025-07-04,0.218
V002788,M0042,4,2025-03-08,0.159
V002194,M0075,5,2025-04-18,0.459
V001563,M0017,4,2025-05-19,0.035
V000667,M0005,3,2024-11-06,0.2
V003385,M0036,5,2024-12-09,0.407
V002607,M0068,2,2025-06-30,-0.594
V001099,M0058,4,2025-06-23,0.48
V002075,M0077,3,2025-06-12,0.047
V002010,M0051,2,2025-05-30,-0.454
V000449,M0049,4,2025-07-22,0.332
V004964,M0076,1,2024-07-10,-0.65
V002468,M0062,2,2025-01-20,-0.463
V003750,M0066,5,2024-12-14,0.447
V000325,M0012,4,2025-11-05,0.332
V004417,M0004,4,2024-12-07,0.135
V001188,M0055,2,2025-08-23,-0.317
V004326,M0031,4,2025-05-20,0.503
V000041,M0093,4,2024-09-28,0.4
V004965,M0048,5,2024-11-11,0.361
V004023,M0011,5,2024-09-03,0.516
V002866,M0085,1,2024-10-31,-0.322
V004744,M0023,4,2025-11-05,0.332
V005000,M0004,5,2025-06-27,0.565
V000776,M0081,2,2025-05-16,-0.157
V002063,M0029,3,2024-12-26,0.011
V000655,M0068,1,2025-09-22,-0.743
V002154,M0052,5,2025-09-08,0.323
V002277,M0098,4,2025-07-11,0.209
V002316,M0031,1,2025-10-13,-0.647
V000489,M0053,4,2024-09-14,0.1
V002594,M0028,4,2024-07-03,0.202
V003958,M0058,5,2025-06-12,0.586
V001807,M0032,2,2024-11-29,-0.525
V003087,M0090,3,2024-12-02,-0.092
V004429,M0096,2,2025-09-07,-0.136
V002424,M0095,4,2025-11-02,0.263
V003051,M0062,2,2025-04-07,-0.319
V001126,M0031,4,2025-01-16,0.278
V003683,M0092,2,2024-12-06,-0.284
V003596,M0012,5,2025-08-16,0.709
V004564,M0097,5,2024-07-22,0.808
V004601,M0073,4,2025-09-18,0.458
V003373,M0043,5,2025-02-13,0.43
V001263,M0033,5,2025-09-13,0.576
V000936,M0030,4,2024-07-05,0.113
V002781,M0040,2,2025-11-24,-0.418
V001211,M0039,1,2024-11-22,-0.325
V003052,M0056,3,2025-03-14,0.139
V003730,M0018,2,2025-04-16,-0.404
V003617,M0076,3,2024-12-27,0.198
V000491,M0099,3,2025-07-29,0.272
V000771,M0080,3,2024-12-05,-0.164
V004999,M0037,1,2025-10-30,-0.814
V001873,M0032,3,2024-07-20,-0.114
V000750,M0026,1,2025-08-31,-0.604
V002485,M0023,1,2025-09-18,-0.425
V001451,M0003,4,2025-11-17,0.404
V002707,M0092,3,2025-08-10,0.044
V000314,M0044,4,2025-07-26,0.334
V002728,M0093,5,2024-08-19,0.508
V003905,M0048,4,2025-09-08,0.223
V003636,M0026,3,2025-01-19,0.23
V004380,M0022,2,2025-04-25,-0.111
V001922,M0064,2,2024-07-29,-0.356
V004052,M0051,5,2025-10-10,0.346
V004288,M0002,2,2024-06-26,-0.567
V001946,M0075,4,2024-11-16,0.513
V001941,M0002,4,2025-06-17,0.049
V000246,M0007,5,2024-08-04,0.492
V001159,M0018,3,2024-12-16,0.286
V001288,M0025,4,2025-06-29,0.322
V002611,M0083,4,2025-06-01,0.094
V001535,M0053,2,2024-07-14,-0.146
V003436,M0058,5,2024-09-17,0.612
V004469,M0013,4,2025-10-31,0.56
V001212,M0085,3,2024-11-15,0.092
V004019,M0022,3,2024-06-27,-0.165
V004659,M0018,2,2025-05-27,-0.404
V004461,M0093,2,2025-05-21,-0.472
V003425,M0006,4,2025-08-25,0.483
V002901,M0079,5,2025-08-30,0.637
V002475,M0048,4,2025-11-20,0.314
V003829,M0047,4,2025-10-03,0.558
V003248,M0041,2,2025-02-04,-0.322
V003193,M0026,1,2025-04-11,-0.548
V002821,M0051,4,2025-03-24,0.078
V004050,M0026,4,2024-09-27,0.215
V004659,M0054,4,2025-07-21,0.186
V001578,M0030,4,2024-11-06,0.589
V001900,M0040,5,2025-10-05,0.409
V000009,M0033,4,2024-10-14,0.217
V004127,M0088,5,2025-03-28,0.837
V002116,M0057,5,2024-06-26,0.417
V001357,M0030,3,2025-01-31,0.279
V003719,M0085,4,2024-10-01,0.487
V003581,M0098,4,2025-07-25,0.241
V003975,M0028,2,2025-03-22,-0.2
V002968,M0099,4,2024-08-03,0.558
V001348,M0050,5,2025-03-17,0.807
V004883,M0089,2,2024-07-01,-0.018
V002211,M0080,4,2024-09-05,0.011
V003688,M0063,3,2024-10-17,-0.173
V002448,M0050,3,2025-05-16,0.033
V002089,M0020,2,2025-07-19,-0.405
V000928,M0071,4,2025-09-29,0.007
V002276,M0081,5,2025-04-29,0.479
V000935,M0079,5,2025-08-21,0.791
V003339,M0088,1,2025-08-10,-0.374
V004764,M0081,5,2024-09-14,0.667
V003446,M0056,5,2025-06-11,0.795
V004552,M0047,4,2025-02-05,0.344
V000289,M0021,2,2025-10-26,-0.132
V000112,M0007,4,2025-10-20,0.502
V002827,M0030,4,2025-11-19,0.291
V001310,M0054,1,2024-06-11,-0.384
V000697,M0077,2,2025-11-28,-0.585
V003192,M0034,3,2025-02-27,0.003
V002834,M0086,4,2025-04-13,0.14
V002550,M0008,4,2024-09-07,0.263
V002445,M0096,4,2024-11-23,0.555
V001547,M0009,3,2025-01-12,0.212
V004454,M0077,5,2025-01-25,0.569
V001253,M0078,5,2024-10-28,0.44
V003060,M0052,5,2024-07-03,0.759
V001854,M0065,4,2024-07-29,0.571
V001399,M0046,4,2025-05-16,0.56
V000038,M0071,2,2024-09-23,-0.506
V002576,M0097,4,2025-11-25,0.191
V004250,M0064,2,2024-12-28,-0.243
V003475,M0048,5,2024-07-25,0.558
V001580,M0074,4,2025-03-01,0.448
V004996,M0050,2,2025-04-22,-0.548
V000499,M0012,4,2025-03-09,0.493
V001394,M0069,5,2024-07-06,0.526
V001725,M0019,1,2025-09-30,-0.807
V000989,M0094,3,2025-03-13,0.211
V003262,M0087,2,2025-07-31,-0.592
V003307,M0016,2,2025-06-23,-0.483
V000388,M0048,5,2025-10-22,0.353
V000294,M0062,3,2024-06-18,0.3
V003854,M0001,4,2025-11-25,0.308
V001403,M0020,1,2025-04-16,-0.384
